#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  2180.355  4145.655      27.607    25.884
  2166.925  4171.258      25.842    24.200
  2179.734  4187.685      21.735    19.985
  2185.351  4179.392      21.152    19.379
  2170.745  4210.650      26.409    25.642
  2176.706  4188.984      24.943    23.280
  2165.643  4223.939      27.160    25.396
  2165.968  4229.102      26.045    24.303
  2173.821  4224.078      25.652    23.981
  2180.715  4245.759      26.856    24.685
  2163.964  4264.530      25.807    24.188
  2169.751  4264.418      26.103    24.408
  2171.528  4287.826      26.060    24.554
  2183.883  4265.908      25.192    23.443
  2174.117  4296.220      28.081    25.993
  2186.500  4312.296      26.797    25.099
  2171.141  4313.316      26.991    25.973
  2178.589  4317.848      26.493    25.088
  2164.081  4343.914      24.631    22.958
  2174.521  4347.786      25.231    23.510
  2173.751  4382.578      26.514    23.959
  2186.912  4364.241      27.929    25.962
  2170.292  4383.526      27.585    26.059
  2181.868  4437.792      26.630    24.839
  2181.380  4446.251      27.332    25.226
  2186.777  4452.879      25.360    23.702
  2180.602  4484.745      25.789    24.177
  2185.438  4465.084      25.386    23.677
  2170.310  4523.397      26.393    24.447
  2175.054  4531.364      25.974    24.513
  2176.434  4526.686      27.081    26.624
  2178.304  4534.632      27.500    26.329
  2164.274  4598.012      25.335    23.666
  2180.655  4599.606      27.867    25.588
  2177.625  4663.091      27.370    25.937
  2179.864  4699.309      24.262    22.735
  2183.267  4730.905      26.178    24.446
  2171.547  4769.104      27.098    25.134
  2166.313  4799.873      27.084    25.330
  2167.781  4862.520      26.295    24.798
  2172.807  4854.158      26.523    25.230
  2186.050  4882.071      26.736    25.179
  2186.240  4905.372      26.787    25.486
  2180.552  4917.118      26.522    24.665
  2198.157  4000.587      26.972    24.955
  2201.758  3992.517      25.232    23.680
  2200.426  3994.616      25.705    24.122
  2207.943  4031.879      27.052    25.123
  2207.905  4034.020      26.914    25.106
  2188.603  4040.211      26.488    24.682
  2188.407  4061.764      25.977    24.136
  2199.532  4054.463      26.939    25.155
  2206.311  4038.193      27.044    24.954
  2192.617  4077.460      27.322    25.495
  2188.111  4088.325      27.121    25.264
  2192.989  4103.327      25.201    23.653
  2202.016  4106.679      24.416    22.819
  2208.088  4092.431      25.114    23.504
  2211.491  4103.255      27.158    25.211
  2205.507  4091.487      26.851    25.126
  2191.713  4136.498      25.590    23.632
  2197.843  4118.085      25.590    24.098
  2204.729  4137.627      25.870    23.965
  2201.379  4173.235      26.646    24.524
  2190.605  4177.852      25.403    23.808
  2212.251  4198.609      24.868    23.166
  2203.889  4214.003      23.991    22.380
  2193.152  4254.367      25.263    23.688
  2199.667  4245.488      26.822    24.769
  2188.550  4309.292      24.456    22.860
  2194.399  4295.417      27.278    26.096
  2198.723  4289.162      26.096    24.464
  2212.534  4298.373      26.628    24.896
  2189.558  4328.961      26.394    25.097
  2197.910  4324.451      27.099    25.100
  2198.473  4333.867      27.287    25.657
  2211.050  4313.512      26.112    24.667
  2211.065  4325.598      26.833    25.083
  2189.786  4343.058      26.452    24.414
  2193.171  4370.988      23.853    22.126
  2206.518  4372.702      28.351    26.169
  2202.551  4394.410      26.736    24.974
  2192.554  4435.497      27.086    25.293
  2191.437  4433.197      27.376    25.576
  2199.817  4446.907      26.371    24.796
  2188.344  4560.017      29.141    25.088
  2192.224  4580.302      26.744    25.115
  2196.180  4572.174      26.981    25.536
  2199.231  4585.063      27.069    25.478
  2197.484  4595.575      28.798    26.055
  2209.238  4604.467      26.715    25.207
  2195.120  4618.366      26.050    24.219
  2208.368  4765.141      27.002    25.685
  2212.853  4772.714      26.657    25.154
  2196.858  4886.766      20.628    18.833
  2211.332  4885.744      26.027    24.361
  2190.605  4948.485      26.024    24.814
  2209.659  4978.837      25.097    23.311
  2214.503  4006.192      26.700    24.802
  2217.849  3996.438      26.474    24.545
  2222.092  3996.045      25.345    23.721
  2228.416  4005.203      25.869    24.341
  2233.888  4004.109      24.096    22.575
  2237.542  3995.727      24.806    23.131
  2226.258  4004.453      25.761    24.256
  2226.628  4028.160      26.350    24.626
  2231.004  4032.988      25.686    23.874
  2235.727  4027.627      25.623    23.754
  2224.688  4043.403      27.118    25.470
  2233.934  4055.936      24.559    22.935
  2229.561  4086.007      24.833    23.231
  2235.577  4070.374      25.156    23.796
  2216.069  4107.654      26.393    24.734
  2222.250  4098.189      26.789    24.895
  2224.537  4105.543      26.608    25.811
  2232.729  4101.517      27.531    25.578
  2219.752  4105.507      27.656    25.555
  2214.437  4121.520      25.126    23.420
  2226.882  4128.541      25.407    23.693
  2236.255  4129.445      25.397    23.747
  2235.845  4155.019      25.976    24.139
  2224.655  4182.548      26.151    24.787
  2229.766  4170.876      28.043    26.493
  2232.001  4165.322      26.642    25.426
  2237.166  4176.786      25.951    24.225
  2216.178  4202.375      26.267    24.481
  2227.218  4207.126      24.529    22.958
  2231.498  4192.628      27.303    26.249
  2215.592  4191.515      27.495    25.778
  2219.789  4238.629      27.241    25.596
  2221.816  4256.284      26.368    24.645
  2221.953  4259.819      25.295    23.737
  2227.920  4253.498      28.170    25.890
  2215.221  4272.516      25.807    24.564
  2227.453  4284.570      26.419    24.625
  2213.272  4305.073      25.159    23.513
  2222.194  4310.661      25.641    23.840
  2222.890  4296.631      28.085    26.145
  2216.590  4353.530      27.029    25.192
  2218.606  4342.702      24.648    23.056
  2228.106  4353.609      25.983    24.332
  2223.265  4385.760      24.088    22.505
  2224.375  4375.311      22.518    20.878
  2220.777  4367.525      27.321    25.670
  2229.039  4411.474      26.516    25.259
  2217.165  4418.937      25.824    24.228
  2224.726  4445.643      26.612    24.854
  2228.966  4452.626      25.947    24.246
  2232.101  4445.434      26.232    24.289
  2232.064  4450.971      26.746    24.912
  2213.364  4538.645      25.260    23.498
  2227.818  4545.073      26.324    24.377
  2218.448  4577.544      27.013    25.424
  2215.757  4682.487      24.555    23.030
  2222.208  4673.575      25.785    24.780
  2227.678  4664.634      27.377    25.945
  2229.283  4678.796      26.882    24.878
  2235.990  4673.328      26.603    26.207
  2225.458  4691.748      26.847    25.444
  2231.972  4712.419      22.079    20.274
  2214.115  4801.093      26.385    24.663
  2217.892  4893.846      27.137    25.187
  2227.747  4889.637      27.571    25.804
  2241.667  4009.965      25.891    24.040
  2250.282  3992.062      22.003    20.269
  2260.072  4002.425      25.549    23.927
  2245.579  4018.578      25.929    24.466
  2261.793  4025.398      26.881    24.935
  2243.662  4043.838      27.024    25.282
  2254.154  4051.928      25.166    23.678
  2259.586  4052.630      26.985    25.300
  2246.782  4069.474      27.137    25.177
  2250.263  4086.852      27.293    24.899
  2250.815  4079.356      26.632    24.988
  2258.689  4094.558      28.249    26.195
  2240.955  4131.103      25.848    24.131
  2245.016  4120.460      25.629    23.961
  2245.494  4127.586      26.464    24.823
  2244.192  4130.270      26.578    25.002
  2239.376  4153.977      26.826    25.396
  2244.253  4170.129      27.767    25.341
  2253.984  4163.697      24.751    23.125
  2240.352  4194.435      27.535    25.078
  2252.307  4211.306      26.151    24.624
  2242.490  4220.839      25.870    24.065
  2238.159  4252.149      26.484    24.480
  2241.163  4262.535      23.648    22.041
  2250.631  4249.905      26.653    25.159
  2241.998  4315.349      25.772    24.176
  2246.257  4315.428      25.535    23.925
  2259.395  4324.886      26.929    25.275
  2244.388  4354.944      26.980    25.093
  2245.305  4359.125      27.146    25.411
  2247.077  4341.658      27.279    25.020
  2259.172  4379.175      25.420    23.886
  2262.387  4406.205      27.335    26.048
  2243.679  4452.524      27.478    26.140
  2238.951  4449.920      28.942    26.232
  2238.130  4464.662      26.281    24.868
  2243.018  4465.115      26.599    24.816
  2255.171  4471.657      25.767    24.185
  2256.740  4479.780      25.488    23.661
  2261.642  4507.566      27.820    25.624
  2254.308  4535.331      25.117    23.391
  2256.899  4534.183      26.739    25.384
  2257.554  4594.847      27.415    24.911
  2244.855  4697.653      27.426    25.840
  2255.473  4695.279      27.213    25.538
  2256.913  4726.566      27.927    25.598
  2262.970  4845.315      25.515    23.789
  2248.734  4926.100      27.891    25.423
  2256.886  4933.134      26.389    24.530
  2265.324  4014.590      26.268    26.103
  2281.375  4025.102      26.364    24.498
  2277.783  4062.472      27.317    25.698
  2279.308  4048.121      24.749    23.147
  2281.976  4055.585      23.963    22.334
  2263.642  4065.717      27.054    25.616
  2277.938  4074.079      25.532    23.898
  2286.729  4107.189      27.173    26.277
  2277.499  4120.720      27.102    25.827
  2263.300  4155.708      24.851    23.217
  2276.436  4156.462      26.378    24.570
  2283.841  4148.650      26.109    24.406
  2264.177  4185.630      24.186    22.637
  2266.217  4199.717      26.874    24.750
  2270.203  4193.156      25.966    24.451
  2279.166  4203.257      26.990    25.192
  2281.005  4195.167      24.625    23.141
  2268.376  4229.028      22.253    20.513
  2277.022  4256.827      27.232    25.320
  2284.271  4258.142      26.892    25.603
  2285.620  4244.519      26.409    25.207
  2271.344  4278.729      25.447    23.802
  2272.435  4281.771      25.050    23.458
  2272.661  4272.182      26.910    25.147
  2287.740  4274.875      26.547    24.325
  2268.302  4292.045      26.657    24.720
  2287.413  4288.076      25.256    23.653
  2263.136  4357.372      26.868    25.133
  2269.579  4372.083      25.375    23.712
  2264.320  4400.765      27.800    25.546
  2270.055  4394.875      27.319    25.970
  2285.595  4411.953      25.594    23.902
  2285.914  4403.083      26.487    24.936
  2267.527  4417.024      24.415    22.825
  2278.422  4420.684      27.031    25.728
  2286.516  4435.349      26.533    24.726
  2284.971  4441.540      26.863    25.568
  2286.852  4531.171      27.503    27.032
  2286.893  4545.189      27.263    24.888
  2265.727  4563.716      25.781    23.984
  2278.538  4598.277      28.805    25.750
  2277.982  4668.845      26.582    24.650
  2286.220  4672.372      27.591    25.626
  2264.144  4716.561      25.821    24.159
  2285.435  4729.248      26.311    24.265
  2272.027  4744.243      28.277    26.610
  2283.353  4785.654      28.479    25.704
  2280.027  4811.602      27.118    25.561
  2276.022  4816.790      27.306    25.712
  2284.486  4818.434      26.204    24.584
  2277.323  4937.566      25.999    24.425
  2284.050  4920.374      28.196    25.211
  2289.188  4004.527      26.344    24.194
  2298.443  3989.003      26.411    24.685
  2305.137  4001.342      25.329    23.796
  2306.140  4007.722      24.625    22.991
  2311.718  4022.734      26.593    25.119
  2290.533  4042.779      23.965    22.291
  2292.513  4057.865      27.103    25.234
  2309.500  4037.187      26.223    26.710
  2290.969  4071.944      25.873    24.029
  2297.853  4064.513      27.082    25.099
  2305.128  4071.590      23.632    22.016
  2305.654  4087.107      27.091    25.036
  2289.138  4097.542      26.300    24.499
  2300.406  4092.108      26.154    24.428
  2300.717  4094.806      29.217    25.897
  2292.199  4125.298      25.100    23.663
  2297.732  4117.107      27.351    26.116
  2305.078  4128.633      22.868    21.484
  2310.846  4131.941      26.192    24.444
  2304.059  4127.613      25.430    23.845
  2292.305  4156.360      26.306    24.735
  2295.083  4162.585      27.560    25.040
  2304.188  4143.265      25.629    24.227
  2312.558  4161.347      26.727    25.032
  2291.610  4189.089      23.450    21.748
  2292.077  4257.640      27.197    25.380
  2309.563  4259.646      27.292    25.589
  2295.844  4285.038      26.930    25.027
  2306.646  4269.105      26.091    24.456
  2310.438  4312.152      25.150    23.693
  2304.614  4334.536      25.515    23.941
  2291.505  4355.839      26.493    26.057
  2288.230  4376.590      27.661    25.095
  2308.251  4364.340      26.029    24.019
  2294.898  4392.917      24.690    23.056
  2306.637  4411.496      28.154    25.638
  2290.982  4411.089      27.445    25.556
  2297.566  4436.283      27.239    25.427
  2308.673  4437.959      26.903    24.842
  2290.077  4454.512      25.019    23.307
  2303.991  4439.653      25.719    23.855
  2310.652  4444.350      26.345    24.598
  2289.027  4450.849      26.957    25.197
  2296.360  4487.967      22.977    21.149
  2294.846  4514.896      25.577    23.779
  2298.979  4574.197      26.349    24.381
  2290.342  4600.624      27.673    25.012
  2302.886  4656.581      27.024    24.243
  2312.245  4646.150      25.700    23.838
  2296.757  4672.011      28.570    26.069
  2296.889  4708.997      26.498    24.988
  2312.301  4740.148      25.172    23.572
  2293.779  4770.628      25.621    24.032
  2312.995  4780.952      26.149    24.386
  2291.567  4815.355      25.889    24.393
  2311.172  4822.507      26.135    24.040
  2304.259  4851.989      27.237    25.199
  2311.381  4935.191      26.386    24.648
  2293.994  4979.711      27.580    25.747
  2299.615  4983.270      26.152    25.257
  2326.351  3996.972      26.660    24.937
  2336.374  4012.097      27.397    25.697
  2315.729  4014.569      26.741    25.054
  2326.014  4033.049      23.872    22.255
  2333.771  4029.079      26.062    24.541
  2315.889  4047.024      27.161    25.315
  2313.612  4049.460      27.214    25.832
  2324.608  4086.998      27.204    25.956
  2335.453  4066.714      26.882    25.020
  2329.094  4108.251      26.983    25.080
  2331.278  4106.401      26.848    25.126
  2314.018  4116.630      26.142    24.394
  2325.050  4113.201      27.561    26.126
  2326.990  4137.338      27.843    26.006
  2316.611  4142.450      27.295    25.681
  2323.775  4160.824      24.813    23.287
  2336.871  4161.249      27.615    26.057
  2313.803  4140.223      27.822    26.207
  2334.879  4179.649      26.400    24.578
  2324.407  4209.138      26.171    24.596
  2321.809  4209.786      26.906    25.107
  2313.146  4235.447      26.692    25.989
  2332.417  4232.227      27.618    26.000
  2324.085  4249.483      26.560    24.570
  2325.059  4256.901      23.928    22.368
  2334.929  4244.757      26.357    24.398
  2323.736  4280.586      24.595    23.023
  2326.315  4271.653      23.541    21.957
  2315.491  4305.535      24.737    23.138
  2319.421  4289.199      25.151    23.501
  2321.415  4303.936      22.706    20.986
  2332.849  4300.279      27.926    25.670
  2324.488  4337.703      26.447    25.030
  2314.439  4338.587      25.808    24.540
  2331.031  4352.358      24.568    23.059
  2331.782  4361.227      27.177    25.723
  2316.920  4365.211      26.645    24.826
  2321.935  4398.461      27.590    25.551
  2313.747  4434.557      25.850    24.025
  2315.170  4425.245      25.672    24.003
  2319.635  4428.717      25.915    24.284
  2336.137  4451.009      26.538    25.055
  2323.648  4483.203      26.166    24.509
  2329.970  4522.174      27.976    26.033
  2319.291  4547.024      25.403    23.551
  2336.390  4544.062      26.018    24.631
  2337.846  4586.316      27.174    25.672
  2315.275  4595.245      27.073    24.920
  2325.067  4621.017      26.779    24.695
  2318.907  4650.224      27.845    26.795
  2323.037  4722.674      22.910    21.170
  2320.905  4785.447      26.138    24.441
  2319.876  4811.779      28.039    26.765
  2316.673  4821.297      27.692    25.762
  2327.851  4830.584      26.008    24.175
  2325.691  4829.480      25.975    24.182
  2335.549  4865.797      26.098    24.914
  2335.295  4956.283      27.089    25.822
  2327.820  4987.339      26.238    25.740
  2353.190  4006.507      24.862    23.187
  2339.267  4016.555      26.269    24.395
  2353.175  4017.677      25.967    24.121
  2358.451  4016.760      26.197    24.392
  2338.826  4041.914      26.546    24.888
  2355.623  4050.140      26.911    25.141
  2338.910  4074.426      21.056    19.251
  2350.902  4065.052      24.495    22.789
  2351.120  4078.977      23.648    22.047
  2341.104  4106.960      26.664    26.244
  2342.853  4092.611      24.879    23.314
  2343.846  4091.204      26.764    25.069
  2355.759  4116.078      27.784    25.755
  2342.564  4158.881      26.718    25.108
  2349.117  4148.801      25.335    23.872
  2349.756  4144.461      27.742    25.476
  2339.870  4165.152      26.707    24.647
  2352.164  4185.011      26.405    24.734
  2353.644  4172.746      24.794    23.211
  2354.136  4176.589      25.045    23.422
  2343.122  4222.646      27.344    25.811
  2346.995  4229.144      23.302    21.639
  2351.345  4221.622      25.060    23.507
  2348.916  4261.941      26.356    24.538
  2357.529  4253.966      25.977    24.193
  2360.431  4242.656      25.755    24.240
  2358.616  4274.642      26.332    25.001
  2352.524  4311.335      23.825    22.289
  2352.965  4288.250      28.631    27.157
  2351.060  4306.941      26.324    24.647
  2355.412  4306.167      26.987    25.898
  2338.622  4316.328      26.563    24.646
  2345.173  4326.231      26.031    24.115
  2351.413  4370.073      23.098    21.353
  2357.513  4380.243      27.895    26.347
  2347.477  4404.225      25.181    23.609
  2349.986  4400.222      24.453    22.836
  2352.823  4392.268      27.695    26.433
  2339.305  4432.504      25.420    23.815
  2359.822  4434.799      23.815    22.212
  2352.962  4462.731      25.606    23.937
  2342.283  4464.594      24.268    22.669
  2343.917  4501.744      27.604    25.955
  2339.173  4536.627      27.756    25.734
  2344.011  4529.918      25.215    23.553
  2362.043  4528.680      27.966    25.067
  2348.586  4568.478      25.835    24.328
  2346.938  4597.647      20.386    18.370
  2343.824  4621.976      24.604    22.952
  2347.478  4673.594      25.436    23.743
  2355.395  4673.513      25.255    23.373
  2360.308  4694.375      27.269    24.819
  2350.818  4717.912      26.549    24.756
  2360.815  4729.078      24.685    23.011
  2343.395  4758.513      27.001    25.711
  2344.987  4782.245      26.474    24.317
  2353.198  4810.094      25.627    23.851
  2347.588  4821.250      28.227    25.464
  2346.878  4857.442      26.928    24.499
  2350.049  4882.130      26.411    25.004
  2349.235  4954.897      25.893    23.275
  2367.927  4001.046      24.531    22.968
  2374.961  4030.065      26.059    24.422
  2379.355  4016.255      25.822    24.244
  2384.182  4013.892      26.344    24.764
  2368.209  4059.700      26.151    24.464
  2383.023  4061.989      19.751    17.930
  2369.986  4065.030      24.514    22.947
  2373.403  4068.696      25.828    23.943
  2376.710  4074.703      25.607    23.929
  2378.286  4068.582      23.752    22.215
  2380.846  4086.493      25.736    24.313
  2386.249  4072.041      22.720    21.026
  2368.013  4100.304      24.494    22.910
  2375.587  4099.259      25.546    23.959
  2376.305  4096.967      26.526    25.085
  2364.770  4101.248      26.400    24.578
  2364.087  4134.772      27.442    25.931
  2383.954  4123.296      24.948    23.345
  2369.105  4155.017      27.585    25.448
  2382.350  4163.937      24.744    23.148
  2376.049  4211.272      26.504    24.451
  2386.220  4198.965      27.974    26.518
  2365.277  4235.497      25.795    24.285
  2384.219  4237.808      26.905    26.287
  2367.686  4255.575      27.079    24.991
  2372.068  4246.140      25.855    24.212
  2374.965  4252.857      24.324    22.767
  2379.123  4259.035      25.942    24.160
  2370.236  4251.651      27.491    25.739
  2365.058  4281.307      26.960    25.528
  2378.426  4263.026      24.844    23.364
  2385.584  4268.937      25.310    23.777
  2367.420  4304.908      26.208    24.346
  2375.267  4333.929      24.184    22.681
  2364.900  4338.710      25.363    23.767
  2375.530  4357.799      27.427    25.243
  2379.748  4346.885      25.769    24.370
  2374.535  4381.438      26.464    24.348
  2372.724  4410.627      27.464    26.031
  2383.834  4396.145      26.372    24.634
  2377.804  4444.746      28.630    25.604
  2365.733  4490.500      26.638    24.426
  2367.650  4502.624      26.596    24.421
  2385.413  4493.322      27.354    25.306
  2387.126  4490.618      26.350    24.463
  2364.652  4517.944      26.122    22.296
  2369.482  4543.833      26.240    24.615
  2375.185  4562.909      26.668    25.105
  2371.960  4563.145      25.133    23.461
  2371.431  4625.899      23.136    21.216
  2379.010  4652.005      27.685    25.719
  2366.581  4671.395      27.873    25.262
  2387.366  4663.841      27.629    25.778
  2367.094  4727.357      26.027    24.308
  2381.030  4806.185      26.796    24.874
  2381.721  4829.378      24.199    22.431
  2367.325  4855.461      28.199    25.507
  2387.836  4885.626      26.618    25.140
  2366.434  4898.585      26.164    24.740
  2374.184  4903.133      25.569    23.856
  2374.097  4919.138      24.895    23.366
  2376.731  4958.384      25.957    24.230
  2386.579  4955.059      25.323    22.615
  2399.305  3991.573      27.132    25.673
  2406.151  3992.622      27.604    25.634
  2406.271  3998.647      27.042    25.158
  2410.605  3992.758      26.488    24.768
  2397.559  4022.023      26.781    24.891
  2402.538  4033.801      24.096    22.530
  2403.695  4028.585      27.384    25.481
  2395.541  4060.909      26.132    24.671
  2403.186  4065.529      25.274    23.574
  2408.959  4068.857      27.413    26.008
  2393.839  4097.409      25.076    23.575
  2395.315  4103.516      27.378    25.239
  2398.916  4098.686      27.307    25.345
  2403.324  4091.776      26.323    25.272
  2412.179  4093.034      26.435    24.517
  2388.549  4121.104      25.073    23.537
  2390.816  4123.343      25.914    24.228
  2399.057  4123.416      26.822    25.367
  2405.348  4123.531      27.173    25.911
  2394.109  4188.896      25.760    24.257
  2395.953  4212.313      26.174    24.420
  2403.201  4192.090      26.766    25.198
  2405.958  4203.258      27.535    25.682
  2390.488  4227.471      28.248    25.801
  2404.341  4218.104      26.008    24.028
  2411.601  4229.800      25.500    23.757
  2392.893  4240.872      27.034    25.656
  2405.668  4276.907      25.538    23.679
  2388.882  4298.310      27.611    26.111
  2397.696  4289.698      26.939    25.643
  2398.010  4350.474      24.456    22.916
  2399.796  4350.720      25.586    23.916
  2394.983  4367.553      26.072    24.300
  2411.008  4369.970      26.223    24.274
  2398.174  4425.620      27.651    26.534
  2401.065  4451.873      27.803    25.545
  2401.100  4458.276      24.570    23.009
  2411.758  4482.795      26.585    25.016
  2409.114  4493.958      27.154    25.573
  2404.261  4531.690      28.325    25.954
  2392.487  4615.920      25.788    24.054
  2410.043  4637.470      26.534    24.837
  2403.937  4669.848      25.025    23.238
  2399.068  4727.645      27.795    26.092
  2403.219  4735.145      26.207    25.331
  2409.788  4734.169      28.364    25.429
  2407.713  4763.162      29.006    25.850
  2410.730  4777.142      26.152    23.923
  2388.649  4807.868      25.259    23.633
  2389.775  4920.772      25.785    24.120
  2412.000  4925.891      27.005    25.156
  2408.958  4980.314      27.249    24.841
  2420.544  4000.985      23.768    22.193
  2422.727  3989.969      26.254    24.638
  2426.125  4010.543      23.760    22.197
  2432.247  4006.216      28.314    26.400
  2435.607  4010.643      28.658    25.634
  2414.434  4031.150      24.467    22.861
  2434.976  4029.396      26.720    25.438
  2419.438  4039.312      26.407    26.081
  2430.109  4057.872      25.360    23.844
  2425.785  4076.260      23.359    21.701
  2431.858  4088.844      25.383    23.921
  2413.763  4124.746      24.672    23.237
  2414.249  4114.354      23.426    21.742
  2422.653  4124.854      25.578    23.785
  2427.319  4112.939      26.969    25.177
  2435.645  4141.917      27.108    25.677
  2413.994  4170.285      26.079    24.346
  2431.579  4181.542      28.557    25.873
  2415.345  4201.788      24.297    22.724
  2429.965  4202.818      27.147    25.493
  2431.019  4195.891      25.555    23.985
  2437.198  4192.460      25.151    23.454
  2430.465  4231.623      24.500    22.916
  2433.762  4230.485      26.866    25.096
  2423.542  4268.751      25.721    24.277
  2428.944  4272.396      25.369    23.743
  2419.138  4299.363      27.150    25.810
  2435.698  4307.528      27.292    25.342
  2422.361  4318.451      24.896    23.389
  2424.398  4324.759      26.247    24.675
  2426.866  4318.303      26.132    24.496
  2435.520  4328.564      27.195    26.082
  2424.920  4321.275      27.461    25.769
  2413.039  4353.540      23.516    21.932
  2422.541  4358.545      24.793    23.183
  2419.093  4365.082      26.585    24.753
  2422.339  4381.505      24.498    22.823
  2429.150  4367.741      26.885    25.968
  2437.766  4410.190      24.485    22.987
  2419.029  4431.046      26.904    25.395
  2422.682  4423.571      25.492    23.764
  2433.784  4425.031      27.749    25.558
  2436.334  4458.844      27.940    26.540
  2416.466  4476.680      26.879    25.866
  2434.512  4493.050      27.247    25.583
  2422.403  4551.031      27.314    24.834
  2426.584  4586.802      26.481    25.123
  2420.914  4615.613      26.573    24.846
  2420.842  4613.179      26.528    24.919
  2413.990  4650.393      27.813    25.773
  2430.029  4661.754      26.794    24.815
  2435.740  4641.916      25.377    23.887
  2425.406  4664.210      28.435    25.494
  2428.493  4703.447      24.579    22.829
  2437.120  4762.089      26.087    24.142
  2418.477  4805.796      28.324    25.491
  2420.529  4837.218      24.516    22.836
  2418.429  4871.776      24.791    23.155
  2436.253  4907.000      25.238    23.574
  2422.012  4940.899      24.795    23.122
  2449.261  3990.266      25.832    24.108
  2450.157  4000.144      26.532    24.791
  2458.479  3995.341      25.296    23.804
  2440.162  4014.976      27.300    25.617
  2458.672  4033.643      25.679    24.051
  2449.203  4081.022      25.061    23.448
  2451.092  4080.667      27.484    25.617
  2453.934  4093.282      27.655    26.686
  2458.026  4103.506      26.289    26.651
  2451.886  4093.549      27.768    27.186
  2439.421  4123.226      27.838    25.390
  2444.468  4131.689      25.946    24.355
  2439.588  4157.454      26.436    24.744
  2459.519  4156.671      26.285    24.547
  2460.597  4145.758      25.528    23.886
  2462.989  4159.170      24.763    23.261
  2441.248  4156.210      27.259    25.511
  2462.061  4142.687      27.105    25.355
  2440.241  4163.823      25.710    23.975
  2445.790  4176.081      24.687    23.042
  2462.487  4165.781      25.523    23.793
  2440.444  4197.914      25.344    23.621
  2453.721  4201.166      26.194    24.244
  2459.886  4192.245      24.974    23.244
  2458.306  4214.250      25.580    24.002
  2460.246  4230.132      26.057    25.404
  2450.069  4244.785      26.327    24.643
  2456.721  4259.419      26.715    26.266
  2438.625  4284.310      26.964    25.385
  2446.157  4284.393      24.366    22.816
  2460.606  4287.121      24.972    23.400
  2461.275  4276.779      25.319    23.683
  2462.337  4273.452      26.583    24.701
  2453.156  4312.389      28.339    26.144
  2441.555  4337.239      27.606    25.797
  2454.813  4321.837      26.223    24.733
  2462.776  4325.987      25.409    23.953
  2447.256  4354.076      25.162    23.513
  2450.445  4368.508      26.249    24.885
  2457.871  4382.854      27.249    25.039
  2459.706  4386.365      27.340    25.832
  2460.734  4394.157      27.873    25.578
  2448.286  4413.151      25.894    24.309
  2445.923  4454.517      26.768    25.450
  2440.496  4486.441      27.101    25.630
  2458.967  4471.671      27.013    25.394
  2443.860  4512.976      26.893    25.834
  2459.331  4508.871      22.695    20.948
  2445.715  4536.101      26.941    25.722
  2458.249  4518.226      27.261    25.857
  2460.751  4517.981      27.279    26.152
  2460.327  4555.034      26.310    25.680
  2448.775  4569.624      27.017    24.488
  2442.295  4622.331      27.270    25.371
  2457.351  4660.912      28.262    25.529
  2439.155  4663.216      27.059    25.053
  2445.667  4665.241      27.948    25.597
  2444.409  4727.346      26.548    24.721
  2456.858  4742.886      26.369    26.161
  2439.433  4810.233      26.806    25.202
  2462.189  4800.372      26.595    25.360
  2442.435  4848.377      25.938    24.005
  2452.396  4855.160      25.825    24.784
  2439.289  4863.156      27.980    25.337
  2443.449  4863.390      26.378    24.568
  2458.606  4883.031      19.235    17.549
  2456.452  4919.136      28.400    26.063
  2460.221  4985.653      27.805    27.171
  2471.934  4002.442      26.526    24.837
  2480.155  3996.474      27.778    25.426
  2486.373  4002.248      26.321    25.356
  2479.608  4033.399      26.173    24.718
  2486.895  4015.999      26.406    26.762
  2468.960  4048.797      24.042    22.454
  2477.598  4057.763      25.153    23.521
  2480.373  4055.777      25.528    23.887
  2480.001  4059.250      26.826    25.118
  2471.812  4063.629      28.236    25.770
  2486.068  4064.070      24.041    22.611
  2469.333  4088.924      29.610    24.770
  2480.132  4106.412      26.823    25.040
  2463.442  4129.762      24.285    22.777
  2464.268  4114.430      25.461    23.955
  2482.410  4115.840      24.442    22.941
  2479.673  4170.387      26.699    24.923
  2464.880  4205.384      27.016    25.432
  2465.961  4195.551      25.853    24.205
  2465.612  4200.861      26.411    24.467
  2479.910  4197.064      25.575    23.731
  2465.144  4226.169      26.022    24.209
  2486.252  4234.083      25.845    24.288
  2465.547  4241.106      26.209    24.707
  2470.944  4262.110      24.996    23.431
  2472.867  4254.877      25.721    24.117
  2474.888  4257.153      25.992    24.428
  2484.299  4258.810      25.069    23.530
  2467.627  4282.077      26.610    24.731
  2483.519  4277.605      25.872    24.350
  2484.226  4287.856      27.083    25.020
  2463.237  4305.324      26.801    25.380
  2467.423  4293.066      24.371    22.829
  2467.528  4295.790      25.084    23.495
  2474.942  4311.174      26.073    24.867
  2469.889  4337.380      26.007    24.312
  2466.402  4347.139      27.351    25.393
  2469.883  4351.029      25.720    24.127
  2466.111  4365.431      25.912    24.608
  2464.158  4391.315      26.478    24.676
  2465.778  4402.177      26.341    24.576
  2472.064  4389.690      26.734    24.947
  2472.008  4397.678      27.316    25.079
  2475.314  4424.608      25.973    24.106
  2486.937  4425.720      25.425    23.767
  2466.354  4439.470      26.751    24.724
  2470.306  4473.104      26.889    24.944
