#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  3930.583  2777.133     29.7201    9.900     1     28.1571    9.900     1     43.91589807094    -54.11495084572        0
  3933.078  2783.028     33.9021    9.900     1     28.5201    9.900     1     43.91595712595    -54.11486896827        0
  3920.001  2811.742     29.3281    9.900     1     33.0021    9.900     1     43.91564700878    -54.11447015947        0
  3934.152  2788.319     30.2181    9.900     1     33.0021    9.900     1     43.91598251916    -54.11479548036        0
  3933.454  2834.364     28.3071    0.416     3     27.7611    9.900     1     43.91596552042    -54.11415595427        0
  3933.680  2836.656     28.4881    0.831     3     27.8871    9.900     1     43.91597085197    -54.11412412024        0
  3930.068  2872.224     31.0151    9.900     1     28.0721    0.334     2     43.91588491937    -54.11363011188        0
  3920.065  2937.871     29.5831    0.933     2     28.7101    0.322     3     43.91564727553    -54.11271833371        0
  3928.461  2938.344     32.0161    0.429     2     30.1121    0.983     3     43.91584618649    -54.11271176124        1
  3936.063  2951.520     30.1631    1.007     2     28.9351    9.900     1     43.91602615871    -54.11252875506        0
  3918.770  2967.071     30.6091    9.900     1     29.0081    9.900     1     43.91561630579    -54.11231277071        0
  3931.023  2973.765     31.1981    0.503     2     29.2121    9.900     1     43.91590653069    -54.11221979245        1
  3951.122  2774.406     29.6941    0.377     2     28.9351    9.900     1     43.91638472906    -54.11498871437        0
  3958.494  2764.827     30.8121    9.900     1     29.1501    9.900     1     43.91655949182    -54.11512175608        1
  3945.125  2852.430     30.0021    3.149     2     33.0021    9.900     1     43.91624185348    -54.11390502870        1
  3956.636  2862.030     33.9021    9.900     1     33.0021    9.900     1     43.91651447877    -54.11377168880        1
  3937.381  2878.498     30.6641    9.900     1     28.5421    1.151     2     43.91605811771    -54.11354296877        0
  3940.275  2898.348     33.9021    9.900     1     29.5811    9.900     1     43.91612648307    -54.11326726797        0
  3947.543  2902.459     29.6991    3.836     2     29.5871    9.900     1     43.91629863514    -54.11321016713        0
  3962.721  2902.319     29.7161    1.096     2     29.1401    9.900     1     43.91665823376    -54.11321210637        0
  3945.389  2956.208     29.7941    0.311     3     28.5801    9.900     1     43.91624705929    -54.11246363946        0
  3971.553  2746.132     29.6491    0.891     2     30.4291    9.900     1     43.91686909279    -54.11538140940        1
  3979.062  2763.055     28.3971    1.291     2     28.5801    9.900     1     43.91704682974    -54.11514636057        0
  3966.012  2805.633     31.9341    4.801     2     29.1201    1.065     2     43.91673719730    -54.11455499246        0
  3980.364  2791.006     29.2091    9.900     1     30.0281    9.900     1     43.91707738785    -54.11475814424        0
  3981.848  2811.892     29.0341    9.900     1     28.5841    0.158     3     43.91711233091    -54.11446805475        1
  3972.881  2816.434     30.4181    9.900     1     28.5971    2.088     2     43.91689983139    -54.11440497329        1
  3977.466  2824.386     30.4281    0.775     2     30.1231    2.586     2     43.91700837994    -54.11429452511        1
  3983.343  2815.626     29.8011    9.900     1     28.7221    9.900     1     43.91714771266    -54.11441619212        0
  3968.518  2859.737     28.7971    0.407     3     28.2701    9.900     1     43.91679601454    -54.11380353254        0
  3986.145  2882.862     30.1481    2.552     2     29.9331    0.954     2     43.91721339817    -54.11348233965        1
  3984.603  2925.226     27.7781    0.436     2     27.1711    0.241     3     43.91717642347    -54.11289393985        0
  3982.352  2926.370     28.3171    0.718     2     27.5221    9.900     1     43.91712308128    -54.11287805143        0
  3976.327  2950.312     33.9021    0.196     2     30.7231    9.900     1     43.91698009025    -54.11254551927        0
  3993.899  2739.465     30.5431    9.900     1     28.6221    9.900     1     43.91739861193    -54.11547400071        0
  4000.354  2747.941     25.2961    0.041     2     24.7081    0.056     3     43.91755146276    -54.11535627397        1
  3998.740  2751.922     29.7601    2.231     2     28.7131    9.900     1     43.91751317996    -54.11530098179        0
  4000.462  2746.201     28.0501    0.443     2     27.8381    1.764     3     43.91755403998    -54.11538044107        0
  3994.831  2755.425     29.3451    9.900     1     28.4481    0.481     2     43.91742052648    -54.11525232941        0
  4001.098  2793.137     30.0931    4.381     2     30.0381    9.900     1     43.91756861365    -54.11472853929        1
  4012.344  2803.521     30.5971    1.397     2     30.0211    9.900     1     43.91783495315    -54.11458431038        1
  4000.633  2854.818     30.3691    9.900     1     28.5581    0.070     2     43.91755694590    -54.11387184223        0
  3999.292  2866.353     25.4681    0.131     3     24.9301    0.064     2     43.91752505289    -54.11371163124        1
  4006.778  2876.959     33.9021    9.900     1     29.2441    9.900     1     43.91770230097    -54.11356432024        0
  4023.971  2740.571     29.3751    9.900     1     28.8091    0.311     2     43.91811110481    -54.11545862893        0
  4024.461  2759.677     30.6241    9.900     1     30.9191    9.900     1     43.91812250938    -54.11519326248        0
  4026.002  2744.505     28.8511    9.900     1     29.4091    0.164     2     43.91815918359    -54.11540398827        0
  4019.587  2767.396     30.3071    9.900     1     29.1741    9.900     1     43.91800694647    -54.11508605375        1
  4030.537  2845.169     29.1361    9.900     1     33.0021    9.900     1     43.91826554685    -54.11400584840        1
  4018.224  2907.705     23.5918    0.017     4     23.1791    0.017     4     43.91797315337    -54.11313728020        1
  4036.697  2890.337     32.3691    9.900     1     31.0771    1.587     2     43.91841100307    -54.11337850074        1
  4017.245  2893.195     33.1911    1.711     2     30.8561    1.016     2     43.91795011389    -54.11333881224        0
  4018.162  2920.657     29.4781    0.016     3     29.4021    0.053     3     43.91797154607    -54.11295738784        0
  4035.845  2934.088     25.9521    0.157     4     25.1531    0.012     3     43.91839034376    -54.11277083644        0
  4034.459  2933.156     25.9711    0.091     4     25.3101    0.120     4     43.91835751707    -54.11278378161        0
  4036.283  2932.569     26.3601    0.090     4     25.2371    0.201     4     43.91840073720    -54.11279193392        0
  4032.814  2933.348     26.2541    0.072     4     25.4401    0.201     3     43.91831854206    -54.11278111546        0
  4037.330  2933.970     25.9111    0.140     4     24.9321    0.052     3     43.91842552729    -54.11277247485        0
  4034.220  2934.372     26.3491    0.085     4     25.4751    0.129     3     43.91835184160    -54.11276689248        0
  4034.399  2931.498     26.9691    0.235     4     25.9191    0.086     3     43.91835611350    -54.11280680986        0
  4031.099  2934.398     27.1161    0.320     2     26.1621    9.900     1     43.91827789937    -54.11276653244        0
  4033.573  2955.631     30.1941    0.110     2     32.0011    9.900     1     43.91833628328    -54.11247162307        1
  4017.285  2971.511     33.9021    9.900     1     28.3971    0.188     2     43.91795022528    -54.11225106885        0
  4017.025  2983.575     30.6111    9.900     1     28.8051    9.900     1     43.91794393671    -54.11208351012        0
  4046.206  2898.292     31.1451    9.900     1     30.6281    1.013     2     43.91863620444    -54.11326800920        0
  4059.531  2891.772     27.5561    0.444     3     27.1091    0.624     2     43.91895197260    -54.11335856192        0
  4057.356  2894.525     27.6531    0.302     2     27.3511    9.900     1     43.91890041204    -54.11332032581        0
  4042.703  2928.301     29.4721    9.900     1     27.8951    9.900     1     43.91855288474    -54.11285121064        0
  4059.142  2917.596     33.9021    0.230     2     29.6201    9.900     1     43.91894247203    -54.11299988841        0
  4038.632  2934.870     26.5041    0.145     4     25.4461    0.349     2     43.91845636418    -54.11275997416        0
  4038.278  2932.191     27.3381    0.488     3     25.9841    0.197     3     43.91844800636    -54.11279718333        0
  4039.309  2936.295     26.8471    0.398     3     25.6601    0.004     3     43.91847238803    -54.11274018187        0
  4042.211  2938.131     26.9731    0.924     4     25.9061    0.448     3     43.91854112146    -54.11271468037        0
  4058.516  2951.825     27.9541    0.764     4     25.5761    0.303     2     43.91892726421    -54.11252447660        0
  4042.950  2963.247     29.8151    9.900     1     28.8981    9.900     1     43.91855835633    -54.11236584000        0
  4062.464  2962.471     30.1071    0.677     2     33.0021    9.900     1     43.91902068118    -54.11237661125        0
  4081.875  2744.601     30.5391    0.182     2     31.5231    3.471     2     43.91948299571    -54.11540263563        1
  4072.000  2785.644     26.6691    0.011     2     25.9131    0.326     3     43.91924856867    -54.11483258628        1
  4084.777  2868.157     31.1741    9.900     1     28.1931    2.627     2     43.91955036782    -54.11368654569        1
  4089.695  2773.378     30.4151    9.900     1     29.3491    9.900     1     43.91966795308    -54.11500294460        0
  4093.917  2764.376     28.1901    0.000     2     27.6371    0.978     3     43.91976808665    -54.11512797335        1
  4096.348  2848.071     32.1761    9.900     1     29.8921    9.900     1     43.91982473821    -54.11396551935        1
  4093.068  2929.785     20.3773    0.015     4     18.1631    9.900     1     43.91974610527    -54.11283058174        1
  4104.735  2962.218     28.3761    0.251     3     27.9881    0.194     3     43.92002214847    -54.11238011062        1
  4103.687  2960.815     30.5331    9.900     1     28.2691    0.546     4     43.91999733570    -54.11239959747        0
  4114.467  2746.698     29.4131    9.900     1     28.7821    9.900     1     43.92025518222    -54.11537349881        1
  4132.290  2761.448     30.3601    9.900     1     28.9151    9.900     1     43.92067729579    -54.11516862757        1
  4134.620  2754.394     25.3951    0.046     3     24.8591    0.079     4     43.92073258266    -54.11526660089        1
  4113.295  2781.912     27.4011    0.086     3     26.3121    0.362     2     43.92022701083    -54.11488440637        1
  4132.076  2781.368     31.1081    9.900     1     28.6841    9.900     1     43.92067199456    -54.11489195559        0
  4134.367  2798.250     24.7240    0.013     2     24.1051    0.056     4     43.92072607915    -54.11465747802        1
  4134.691  2885.019     29.1581    0.507     3     28.4441    9.900     1     43.92073274814    -54.11345232947        0
  4118.749  2956.499     33.9021    9.900     1     30.0681    9.900     1     43.92035422719    -54.11245953788        0
  4114.397  2971.165     30.1731    9.900     1     28.6581    0.356     3     43.92025095357    -54.11225584098        0
  4116.259  2987.769     31.4881    0.306     2     28.6551    0.654     3     43.92029487671    -54.11202522474        0
  4142.106  2804.073     30.1591    0.566     2     29.3431    1.633     2     43.92090936999    -54.11457659878        0
  4155.846  2871.443     30.0861    9.900     1     29.4191    9.900     1     43.92123411524    -54.11364088139        0
  4147.883  2983.368     29.5801    9.900     1     33.0021    0.605     2     43.92104414268    -54.11208634001        1
  4168.264  2748.574     26.0911    3.929     2     30.0251    9.900     1     43.92152978500    -54.11534742418        0
  4165.616  2764.628     29.4661    9.900     1     29.8931    1.599     2     43.92146685499    -54.11512444854        0
  4178.676  2775.410     29.4271    9.900     1     29.9581    9.900     1     43.92177615784    -54.11497469112        0
  4181.655  2773.289     32.5691    9.900     1     28.2751    0.680     2     43.92184676473    -54.11500414900        0
  4175.784  2802.381     30.1801    9.900     1     33.0021    9.900     1     43.92170731568    -54.11460008761        0
  4184.253  2807.269     30.5031    9.900     1     28.9171    1.647     2     43.92190791128    -54.11453219448        1
  4163.174  2817.805     30.1741    0.894     2     30.1101    9.900     1     43.92140836695    -54.11438586557        1
  4185.798  2825.596     30.3121    0.690     2     28.9141    9.900     1     43.92194429635    -54.11427764733        1
  4163.163  2846.074     27.4511    0.187     2     26.7511    0.201     2     43.92140777171    -54.11399323294        0
  4163.550  2856.615     27.3891    9.900     1     26.4561    0.657     4     43.92141681588    -54.11384682718        0
  4167.388  2847.594     27.6021    0.126     2     26.3561    0.150     2     43.92150785426    -54.11397211996        0
  4173.443  2847.300     27.1711    0.129     2     26.3221    0.287     2     43.92165131546    -54.11397620128        0
  4169.117  2843.937     27.9331    1.314     2     26.6591    2.110     2     43.92154886194    -54.11402291202        0
  4170.197  2846.389     27.8481    9.900     1     26.5351    9.900     1     43.92157442064    -54.11398885543        0
  4174.672  2845.456     28.2801    2.275     2     27.2471    9.900     1     43.92168045546    -54.11400181247        0
  4166.912  2845.763     28.0571    1.185     3     26.9441    9.900     1     43.92149659838    -54.11399755117        0
  4165.549  2847.422     27.9171    0.541     2     26.7791    0.225     2     43.92146428591    -54.11397450953        0
  4163.085  2849.081     28.2681    9.900     1     27.3861    1.255     2     43.92140588810    -54.11395146827        0
  4166.042  2850.943     28.0551    0.262     2     26.8211    0.397     3     43.92147592452    -54.11392560563        0
  4176.470  2900.955     29.4941    2.113     2     29.6991    9.900     1     43.92172239170    -54.11323097741        0
  4166.648  2922.450     29.5831    0.971     2     28.6731    9.900     1     43.92148943373    -54.11293243333        0
  4199.772  2790.053     30.0421    9.900     1     29.5151    9.900     1     43.92227580796    -54.11477130488        0
  4194.699  2826.986     30.1681    9.900     1     28.1281    9.900     1     43.92215516747    -54.11425833832        0
  4205.301  2837.611     29.1941    9.900     1     29.1411    1.616     2     43.92240622709    -54.11411076235        0
  4201.535  2850.892     29.5171    9.900     1     28.5011    1.243     2     43.92231683982    -54.11392630173        0
  4197.279  2868.905     31.2371    0.615     3     31.8791    9.900     1     43.92221578683    -54.11367611778        1
  4200.965  2925.958     31.7461    9.900     1     29.4381    9.900     1     43.92230242409    -54.11288369831        0
  4203.084  2958.174     27.9441    9.900     1     26.9461    1.172     3     43.92235223552    -54.11243624443        1
  4206.260  2943.028     28.2771    1.801     2     27.8841    1.084     3     43.92242766436    -54.11264660854        1
  4232.748  2761.469     31.3961    9.900     1     30.5561    9.900     1     43.92305745896    -54.11516830122        1
  4219.853  2782.331     29.2591    9.900     1     28.6441    0.318     2     43.92275167983    -54.11487855004        1
  4226.939  2773.219     26.2631    9.900     1     29.4001    1.583     2     43.92291968058    -54.11500510561        0
  4219.908  2777.766     30.4561    9.900     1     28.7861    0.685     2     43.92275303904    -54.11494195403        0
  4221.089  2861.147     30.0711    0.445     2     29.1241    9.900     1     43.92277999510    -54.11378386165        0
  4217.769  2864.138     28.2511    9.900     1     27.6241    0.043     2     43.92270129987    -54.11374232032        1
  4223.143  2929.452     30.3151    9.900     1     29.2581    9.900     1     43.92282781812    -54.11283516194        0
  4234.261  2929.008     29.2531    9.900     1     30.0531    9.900     1     43.92309122890    -54.11284132489        0
  4232.482  2963.173     29.6731    3.019     2     32.9501    9.900     1     43.92304865803    -54.11236680238        0
  4253.912  2827.123     30.0741    9.900     1     33.0021    9.900     1     43.92355807565    -54.11425641507        0
  4255.400  2886.568     21.6149    0.015     4     20.6131    0.005     2     43.92359258306    -54.11343077350        1
  4248.523  2876.010     30.1721    9.900     1     28.4471    9.900     1     43.92342978443    -54.11357741761        0
  4261.565  2930.769     29.4401    9.900     1     29.7731    9.900     1     43.92373808731    -54.11281685665        1
  4239.791  2963.646     30.0761    9.900     1     27.8351    9.900     1     43.92322181345    -54.11236023029        1
  4262.380  2983.594     30.3351    9.900     1     29.4861    9.900     1     43.92375672927    -54.11208316155        0
  4271.461  2888.305     29.4391    9.900     1     28.2051    0.036     2     43.92397308025    -54.11340664249        0
  4264.028  2888.551     31.7471    0.537     2     31.8131    9.900     1     43.92379697367    -54.11340322832        0
  4301.037  2742.043     29.9071    9.900     1     29.8661    9.900     1     43.92467568963    -54.11543808846        0
  4298.219  2855.944     29.4081    9.900     1     29.1881    1.260     2     43.92460745155    -54.11385610033        0
  4301.253  2880.831     26.1591    9.900     1     29.1901    0.806     2     43.92467901233    -54.11351043978        0
  4323.932  2775.100     29.2951    9.900     1     28.8731    9.900     1     43.92521771361    -54.11497894662        0
  4336.304  2864.599     30.4971    9.900     1     28.5601    1.452     2     43.92550966110    -54.11373587651        0
  4313.737  2925.346     31.2281    9.900     1     29.4691    2.126     2     43.92497420530    -54.11289215956        0
  4348.382  2835.000     30.0881    9.900     1     29.8441    0.506     3     43.92579621060    -54.11414697756        1
  4358.563  2942.012     30.9751    9.900     1     29.5281    9.900     1     43.92603599165    -54.11266066736        0
  4380.362  2737.213     29.6951    9.900     1     27.8111    0.227     2     43.92655522408    -54.11550514572        0
  4387.879  2748.537     26.5031    9.900     1     25.3601    0.007     2     43.92673317245    -54.11534786229        0
  4371.705  2861.076     26.4861    1.012     2     25.9021    2.615     2     43.92634843978    -54.11378479580        1
  4385.125  2845.859     27.8911    0.510     2     27.1451    9.900     1     43.92666659777    -54.11399614250        0
  4371.797  2859.097     30.0001    9.900     1     27.8591    9.900     1     43.92635064617    -54.11381228241        0
  4384.577  2843.472     28.4761    0.439     2     28.6401    9.900     1     43.92665364676    -54.11402929611        0
  4385.756  2846.643     27.6141    0.669     2     27.1791    9.900     1     43.92668153704    -54.11398525318        0
  4382.499  2908.416     30.3081    9.900     1     31.0611    1.218     2     43.92660353200    -54.11312727929        1
  4384.889  2891.464     29.3891    9.900     1     30.2741    0.911     2     43.92666038626    -54.11336272749        1
  4373.475  2920.928     26.2401    0.053     3     25.4961    0.042     3     43.92638956683    -54.11295350124        1
  4374.353  2919.366     28.9801    0.329     2     29.0471    0.706     2     43.92641038939    -54.11297519581        0
  4382.965  2950.083     29.5581    9.900     1     29.3651    9.900     1     43.92661400657    -54.11254855954        1
  4392.861  2753.411     25.9901    9.900     1     24.6561    0.091     4     43.92685114550    -54.11528016480        0
  4394.435  2750.347     26.0741    0.127     3     24.7811    9.900     1     43.92688848047    -54.11532272064        0
  4399.444  2748.289     26.0691    0.122     2     24.8911    0.067     2     43.92700718797    -54.11535130281        0
  4404.197  2755.312     25.8281    0.056     2     24.0891    0.203     4     43.92711970528    -54.11525375760        0
  4390.978  2748.818     26.4271    0.323     3     25.2081    0.176     2     43.92680659391    -54.11534395836        0
  4401.897  2754.307     25.8411    0.515     2     24.2711    0.160     4     43.92706522480    -54.11526771700        0
  4405.975  2755.956     25.7721    0.060     3     24.1501    0.145     4     43.92716182287    -54.11524481237        0
  4407.712  2757.379     25.4041    0.179     3     23.9771    0.247     4     43.92720295829    -54.11522504750        0
  4402.380  2756.296     25.7651    0.141     3     24.1561    0.074     4     43.92707664128    -54.11524009130        0
  4405.450  2753.768     25.8041    0.104     3     24.2531    0.109     4     43.92714941407    -54.11527520203        0
  4404.563  2757.334     25.8051    0.347     2     24.2811    0.167     4     43.92712834917    -54.11522567360        0
  4398.686  2754.293     25.8281    0.489     2     24.3441    0.074     4     43.92698914620    -54.11526791256        0
  4395.534  2756.338     26.0811    0.213     3     24.6651    0.221     4     43.92691443733    -54.11523951031        0
  4401.190  2752.172     25.9621    0.629     2     24.4381    0.128     3     43.92704850303    -54.11529737060        0
  4408.413  2808.037     29.3261    9.900     1     28.2801    2.431     2     43.92721886888    -54.11452145024        1
  4397.281  2830.198     29.2251    9.900     1     26.0401    2.704     2     43.92695481767    -54.11421365643        0
  4391.883  2842.338     29.6431    9.900     1     33.0021    9.900     1     43.92682675941    -54.11404504390        0
  4404.230  2853.567     30.4811    9.900     1     30.9811    0.322     3     43.92711913603    -54.11388907827        1
  4412.383  2849.910     27.7051    0.127     3     27.5061    9.900     1     43.92731235059    -54.11393986811        0
  4412.255  2851.511     27.6051    0.239     4     27.5311    0.195     3     43.92730929585    -54.11391763161        0
  4387.159  2848.517     27.9661    0.282     4     27.8351    0.205     2     43.92671475202    -54.11395922441        0
  4390.121  2932.063     31.8351    3.681     2     30.2471    9.900     1     43.92678378957    -54.11279883971        0
  4391.769  2985.438     30.5271    9.900     1     30.2511    9.900     1     43.92682210500    -54.11205750528        0
  4414.137  2752.005     26.0281    0.011     4     24.8871    0.069     2     43.92735526112    -54.11529968562        0
  4426.408  2758.336     25.8591    0.043     3     25.2051    0.218     3     43.92764591213    -54.11521174912        0
  4424.896  2756.607     26.1341    0.115     3     25.1851    0.321     2     43.92761011216    -54.11523576400        0
  4428.258  2758.031     26.2391    0.043     3     25.3751    0.336     3     43.92768974870    -54.11521598467        0
  4418.900  2799.315     28.1341    1.751     2     27.1711    9.900     1     43.92746745570    -54.11464258786        1
  4437.815  2799.097     33.9021    9.900     1     30.3521    9.900     1     43.92791560843    -54.11464560917        0
  4429.672  2855.340     30.0781    9.900     1     29.9091    9.900     1     43.92772189304    -54.11386444401        1
  4418.623  2873.247     30.0751    2.030     2     28.9891    0.270     2     43.92745986771    -54.11361573465        0
  4434.817  2899.644     30.5961    9.900     1     29.2911    9.900     1     43.92784317035    -54.11324909693        0
  4429.806  2918.479     29.4521    9.900     1     28.7081    0.114     2     43.92772418681    -54.11298749635        0
  4430.817  2914.787     27.9241    0.147     2     27.2571    0.374     4     43.92774819084    -54.11303877478        1
  4428.004  2962.162     33.9021    9.900     1     28.3571    9.900     1     43.92768088519    -54.11238077684        0
  4438.922  2811.712     27.0251    9.900     1     29.0241    9.900     1     43.92794165944    -54.11447039705        0
  4445.762  2795.041     29.0931    1.523     2     29.4861    9.900     1     43.92810395239    -54.11470194086        0
  4446.076  2858.184     29.8631    9.900     1     29.3131    1.193     2     43.92811050269    -54.11382493758        0
  4457.687  2860.979     32.5271    9.900     1     29.0491    9.900     1     43.92838555497    -54.11378611337        0
  4457.390  2885.647     26.2011    0.091     4     25.5371    0.004     2     43.92837816874    -54.11344349570        1
  4442.897  2936.850     28.9581    9.900     1     28.0211    0.721     4     43.92803407889    -54.11273233409        1
  4457.532  2954.623     30.1991    9.900     1     28.9301    0.094     2     43.92838055543    -54.11248547702        0
  4462.140  2944.964     29.9161    5.790     2     30.0501    9.900     1     43.92848986350    -54.11261963081        1
  4452.610  2971.298     30.5541    9.900     1     29.3671    1.277     2     43.92826370977    -54.11225387699        1
  4464.348  2764.341     30.2111    0.703     3     30.4181    9.900     1     43.92854474458    -54.11512833162        1
  4479.115  2779.797     33.9021    9.900     1     33.0021    9.900     1     43.92889439881    -54.11491365569        0
  4481.664  2812.388     31.5461    1.117     2     28.4511    9.900     1     43.92895432399    -54.11446099322        0
  4482.584  2842.603     26.8811    0.293     2     26.0981    0.078     3     43.92897568701    -54.11404133197        1
  4482.228  2866.559     33.9021    9.900     1     29.0311    1.531     3     43.92896690825    -54.11370860340        0
  4468.783  2897.668     28.7921    9.900     1     27.5981    2.319     2     43.92864792177    -54.11327653019        1
  4484.074  2936.504     31.8451    9.900     1     28.7151    4.064     2     43.92900963812    -54.11273712553        0
  4468.196  2947.419     30.0041    9.900     1     30.3841    9.900     1     43.92863330521    -54.11258553084        1
  4507.323  2758.675     29.6161    9.900     1     30.7491    9.900     1     43.92956303797    -54.11520701277        0
  4489.233  2783.008     30.2081    9.900     1     29.6731    9.900     1     43.92913407800    -54.11486905410        0
  4494.694  2790.414     30.2411    9.900     1     28.3221    0.115     2     43.92926335803    -54.11476618911        1
  4507.076  2819.305     30.5891    9.900     1     28.7531    0.524     3     43.92955630251    -54.11436491314        0
  4508.999  2900.563     29.2201    0.366     3     31.1101    0.145     2     43.92960067857    -54.11323630719        1
  4511.683  2938.450     31.7311    9.900     1     33.0021    9.900     1     43.92966371468    -54.11271008770        0
  4511.197  2974.814     29.4201    0.987     2     29.5951    9.900     1     43.92965166965    -54.11220502249        0
  4520.636  2922.008     29.6421    1.018     4     28.7691    9.900     1     43.92987606787    -54.11293845016        1
  4528.378  2954.859     29.3871    9.900     1     29.4121    9.900     1     43.93005900607    -54.11248217472        1
  4521.088  2965.091     33.9021    9.900     1     29.0771    9.900     1     43.92988614424    -54.11234006337        0
  4524.858  2967.878     30.0931    1.745     3     28.8881    9.900     1     43.92997542022    -54.11230135298        0
  4537.261  2970.196     30.0721    9.900     1     28.8421    9.900     1     43.93026923134    -54.11226915363        0
  4553.066  2788.548     29.8351    0.668     3     30.6441    9.900     1     43.93064638725    -54.11479208613        0
  4561.821  2840.566     33.9021    2.397     2     28.2051    9.900     1     43.93085303825    -54.11406959684        0
  4556.805  2900.548     30.8871    9.900     1     28.8241    9.900     1     43.93073329928    -54.11323649903        1
  4545.781  2916.984     29.1491    9.900     1     29.4741    9.900     1     43.93047187404    -54.11300822062        0
  4554.617  2935.059     30.3541    9.900     1     30.5481    9.900     1     43.93068094543    -54.11275717102        1
  4560.131  2953.840     29.3881    0.571     3     29.6481    1.264     2     43.93081130022    -54.11249631682        1
  4560.824  2940.856     33.9021    9.900     1     29.1221    0.087     2     43.93082791316    -54.11267665342        0
  4540.798  2978.451     27.5231    9.900     1     26.9071    0.364     2     43.93035290560    -54.11215449740        0
  4572.095  2752.496     25.6901    9.900     1     25.0601    0.539     3     43.93109778335    -54.11529281152        1
  4572.665  2758.435     29.4441    9.900     1     29.9661    9.900     1     43.93111119886    -54.11521032361        1
  4587.357  2882.222     27.3381    9.900     1     26.9781    0.647     4     43.93145741636    -54.11349102121        0
  4586.944  2945.088     29.6831    9.900     1     29.3691    9.900     1     43.93144667592    -54.11261786548        0
  4581.602  2977.136     33.9021    9.900     1     30.0201    1.451     2     43.93131962930    -54.11217274756        0
  4593.886  2765.201     30.0991    9.900     1     27.2861    0.534     2     43.93161388782    -54.11511634224        1
  4602.583  2766.468     29.7291    0.170     3     29.2391    9.900     1     43.93181992721    -54.11509874167        1
  4596.753  2796.410     29.8841    9.900     1     29.3861    1.934     2     43.93168133904    -54.11468287448        0
  4590.642  2881.502     27.0921    0.156     2     26.5881    0.043     3     43.93153525608    -54.11350102027        0
  4600.885  2933.276     26.3791    9.900     1     24.6571    0.078     2     43.93177714222    -54.11278191942        1
  4608.491  2920.564     30.0301    9.900     1     29.7791    1.626     2     43.93195753712    -54.11295847578        0
  4621.470  2802.100     25.2711    0.074     3     24.5821    0.445     2     43.93226686696    -54.11460383664        1
  4623.075  2812.510     29.2401    9.900     1     30.0681    9.900     1     43.93230473266    -54.11445924994        0
  4634.677  2804.047     26.2291    0.119     4     25.9011    0.047     2     43.93257974739    -54.11457678989        0
  4634.345  2802.493     27.2071    0.062     3     26.9701    0.020     2     43.93257190560    -54.11459837376        0
  4635.874  2805.509     27.3761    0.478     4     27.2401    0.341     2     43.93260808486    -54.11455648352        0
  4625.060  2838.640     30.2891    2.785     2     29.2741    9.900     1     43.93235135758    -54.11409632553        1
  4627.979  2851.179     29.6001    9.900     1     29.7451    1.827     2     43.93242032132    -54.11392216836        1
  4636.824  2849.436     29.7611    9.900     1     30.1241    9.900     1     43.93262990784    -54.11394637411        1
  4613.725  2877.331     29.3961    0.761     2     33.0021    9.900     1     43.93208220665    -54.11355894399        0
  4628.254  2876.348     28.4291    0.329     4     27.5901    0.940     2     43.93242644588    -54.11357259202        1
  4626.766  2893.838     31.4401    9.900     1     29.7551    9.900     1     43.93239092049    -54.11332967114        1
  4631.246  2888.408     31.2611    1.933     2     27.9741    9.900     1     43.93249714540    -54.11340508773        1
  4634.996  2909.973     30.8901    9.900     1     28.8611    9.900     1     43.93258565480    -54.11310556672        1
  4622.787  2916.225     30.4201    9.900     1     28.9151    9.900     1     43.93229630308    -54.11301873591        0
  4627.175  2922.804     31.5841    9.900     1     28.6931    1.838     2     43.93240016100    -54.11292735762        0
  4628.513  2942.831     26.4231    0.088     2     25.6641    0.232     4     43.93243154966    -54.11264919897        1
  4646.174  2742.026     30.7861    0.868     2     32.4131    0.155     2     43.93285311532    -54.11543820545        1
  4653.020  2766.652     31.4431    0.351     2     29.0291    9.900     1     43.93301493218    -54.11509616866        0
  4655.745  2763.160     29.6831    0.533     2     28.3661    9.900     1     43.93307955081    -54.11514466866        1
  4642.542  2827.213     30.0061    3.108     2     33.0021    9.900     1     43.93276572874    -54.11425503092        0
  4657.456  2826.896     33.9021    9.900     1     29.4031    2.088     2     43.93311908513    -54.11425942863        0
  4654.710  2906.811     33.9021    9.900     1     28.7161    9.900     1     43.93305276748    -54.11314947744        0
  4654.078  2916.082     30.6151    1.699     2     31.9411    9.900     1     43.93303764830    -54.11302071126        0
  4663.706  2745.875     30.2241    9.900     1     33.0021    9.900     1     43.93326844493    -54.11538474003        1
  4676.957  2744.217     28.5531    9.900     1     28.0371    9.900     1     43.93358243049    -54.11540776368        1
  4670.480  2738.997     27.2701    0.413     2     26.6921    0.047     2     43.93342905209    -54.11548026733        0
  4669.750  2741.330     27.7021    9.900     1     26.9061    9.900     1     43.93341171898    -54.11544786417        0
  4672.180  2783.318     29.5771    9.900     1     29.0691    9.900     1     43.93346862692    -54.11486468532        1
  4673.853  2786.272     29.4071    9.900     1     33.0021    9.900     1     43.93350821828    -54.11482365617        0
  4667.067  2845.512     29.5581    0.216     2     29.4791    9.900     1     43.93334649988    -54.11400086473        0
  4678.891  2846.869     33.6551    9.900     1     28.4691    9.900     1     43.93362661782    -54.11398201306        0
  4665.685  2919.495     31.0901    9.900     1     28.7101    1.166     2     43.93331258608    -54.11297330355        0
