#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  1000.505   688.887     29.9371    9.900     1     29.2041    0.462     2     43.84644801114    -54.14395583779        0
   994.460   724.344     27.3161    0.218     2     26.6921    9.900     1     43.84630515968    -54.14346337197        0
  1012.788   734.280     31.0801    2.136     2     28.1681    0.335     2     43.84673983496    -54.14332536296        1
   995.468   727.652     26.8121    0.064     2     26.0801    9.900     1     43.84632910276    -54.14341742628        0
   996.823   725.301     27.8441    1.017     2     27.0711    0.084     2     43.84636119752    -54.14345007923        0
  1035.153   617.244     28.0181    9.900     1     26.8691    9.900     1     43.84726856840    -54.14495088685        0
  1034.573   619.328     27.1901    9.900     1     26.3891    9.900     1     43.84725484364    -54.14492194205        0
  1035.559   649.564     33.9021    1.553     2     29.1371    2.440     2     43.84727861534    -54.14450198909        1
  1015.410   675.486     24.4976    0.009     2     24.0231    0.031     3     43.84680122603    -54.14414196127        1
  1022.905   736.057     29.4321    0.572     2     28.5371    0.311     3     43.84697972452    -54.14330067843        0
  1056.867   634.971     30.0251    9.900     1     29.1611    9.900     1     43.84778363848    -54.14470466624        0
  1055.355   633.933     29.3151    9.900     1     29.0031    9.900     1     43.84774777559    -54.14471908371        0
  1049.880   640.761     28.6491    1.285     2     28.2191    9.900     1     43.84761805128    -54.14462425042        1
  1052.744   654.227     30.2451    9.900     1     28.9521    9.900     1     43.84768613005    -54.14443721801        0
  1053.821   650.075     30.8431    9.900     1     27.7851    9.900     1     43.84771161214    -54.14449488543        0
  1059.692   657.611     27.1581    0.102     3     26.4131    0.366     2     43.84785090958    -54.14439021470        0
  1060.230   687.324     28.3731    0.516     2     27.9931    9.900     1     43.84786404631    -54.14397752593        1
  1038.722   688.828     29.7621    1.337     2     28.4501    1.183     2     43.84735411974    -54.14395664406        0
  1046.914   695.258     33.9021    1.068     2     29.1951    9.900     1     43.84754843179    -54.14386733394        1
  1052.200   732.836     30.0881    1.248     2     28.3181    9.900     1     43.84767424445    -54.14334540530        1
  1063.727   612.643     29.1861    9.900     1     32.6301    9.900     1     43.84794600363    -54.14501478101        1
  1074.448   629.863     28.9731    9.900     1     28.8551    1.614     2     43.84820041941    -54.14477560599        0
  1078.981   628.464     28.6421    9.900     1     27.8331    3.572     2     43.84830787938    -54.14479503536        0
  1077.653   677.141     29.3231    9.900     1     28.5491    9.900     1     43.84827700959    -54.14411895323        1
  1069.593   687.715     26.9791    9.900     1     26.0591    0.261     2     43.84808604429    -54.14397209204        0
  1070.122   684.538     27.6091    0.373     2     26.9201    0.151     3     43.84809854620    -54.14401621772        0
  1072.824   686.605     27.8681    9.900     1     27.3831    9.900     1     43.84816263589    -54.14398750789        0
  1068.609   709.114     29.5761    0.167     2     29.4991    9.900     1     43.84806298690    -54.14367487827        0
  1071.643   689.302     26.2561    0.131     2     25.4161    0.080     2     43.84813466917    -54.14395004924        0
  1071.852   691.626     26.8531    9.900     1     26.1251    0.357     2     43.84813965404    -54.14391777076        0
  1074.567   692.530     27.0171    9.900     1     26.2911    0.314     2     43.84820403700    -54.14390521402        0
  1111.101   614.595     29.8101    9.900     1     31.0031    1.809     2     43.84906927465    -54.14498765302        1
  1093.585   686.375     28.0231    9.900     1     27.1411    1.892     2     43.84865486816    -54.14399069523        1
  1103.323   685.495     29.0741    9.900     1     33.0021    9.900     1     43.84888574135    -54.14400291433        0
  1108.589   680.722     33.9021    9.900     1     29.9021    9.900     1     43.84901053685    -54.14406920547        1
  1117.645   610.974     27.9161    0.334     2     27.6321    0.699     2     43.84922438931    -54.14503794341        1
  1128.011   588.270     29.4671    9.900     1     30.4461    1.013     2     43.84946989054    -54.14535327930        0
  1134.175   672.574     29.4071    9.900     1     28.4611    0.577     2     43.84961707241    -54.14418236551        0
  1134.926   684.693     30.3471    9.900     1     28.4331    9.900     1     43.84963502654    -54.14401404253        1
  1113.463   694.479     33.9021    9.900     1     28.9151    9.900     1     43.84912626820    -54.14387813063        0
  1139.405   596.905     27.9161    0.139     3     26.9041    0.002     3     43.84974015197    -54.14523334248        0
  1156.060   589.596     29.4331    9.900     1     29.6231    2.446     2     43.85013495924    -54.14533485259        0
  1162.713   596.287     27.4711    0.279     4     26.1511    0.132     2     43.85029278470    -54.14524191793        0
  1139.609   598.107     28.8141    0.161     3     27.2481    0.128     3     43.84974500352    -54.14521664764        0
  1145.756   623.105     30.4631    9.900     1     33.0021    9.900     1     43.84989105423    -54.14486944432        0
  1150.527   615.064     28.8691    1.169     3     27.2561    0.629     2     43.85000407788    -54.14498112540        1
  1159.450   620.379     32.0631    9.900     1     31.4271    0.109     2     43.85021570771    -54.14490730144        1
  1150.151   637.996     31.6731    9.900     1     28.5811    0.665     3     43.84999544039    -54.14466261934        0
  1152.699   668.017     30.3871    9.900     1     27.7991    9.900     1     43.85005621618    -54.14424565201        1
  1153.669   705.251     29.8591    9.900     1     30.3441    9.900     1     43.85007966421    -54.14372850273        0
  1162.854   611.974     30.1811    1.640     2     28.9821    9.900     1     43.85029631613    -54.14502403865        0
  1172.463   633.750     31.2181    9.900     1     29.0621    1.551     2     43.85052440714    -54.14472158500        0
  1167.296   662.034     29.9321    9.900     1     29.1061    1.136     2     43.85040223588    -54.14432874581        0
  1208.355   627.197     29.6491    9.900     1     32.5961    9.900     1     43.85137533116    -54.14481258827        1
  1202.054   639.060     33.9021    9.900     1     29.2451    9.900     1     43.85122607263    -54.14464782336        0
  1200.976   700.275     31.8311    9.900     1     28.2771    9.900     1     43.85120122937    -54.14379759886        0
  1192.756   730.578     30.6911    9.900     1     30.2271    9.900     1     43.85100669375    -54.14337671851        1
  1220.311   576.935     27.2741    1.670     2     26.3121    0.321     2     43.85165822860    -54.14551068106        0
  1224.055   685.682     30.0661    9.900     1     28.8471    9.900     1     43.85174825285    -54.14400027539        0
  1215.133   698.289     29.7721    0.192     2     33.0021    9.900     1     43.85153686173    -54.14382517784        0
  1219.621   710.401     33.9021    9.900     1     30.4621    9.900     1     43.85164340992    -54.14365695080        0
  1225.341   690.711     29.5201    0.382     2     28.5621    9.900     1     43.85177880127    -54.14393042637        0
  1232.275   723.491     33.9021    0.928     3     29.6641    9.900     1     43.85194357876    -54.14347513734        1
  1238.945   613.116     33.9021    9.900     1     29.8711    9.900     1     43.85210046202    -54.14500815097        1
  1248.695   595.542     27.3091    0.270     3     26.4811    9.900     1     43.85233143746    -54.14525223568        1
  1239.077   610.908     29.2041    1.125     2     28.4181    9.900     1     43.85210356660    -54.14503881818        0
  1247.686   725.005     33.9021    9.900     1     28.1621    9.900     1     43.85230898014    -54.14345410383        0
  1257.425   725.278     27.0021    1.168     2     26.5971    9.900     1     43.85253988810    -54.14345030873        0
  1276.689   585.534     29.4071    9.900     1     28.2951    9.900     1     43.85299507342    -54.14539122872        0
  1265.441   642.988     30.6771    9.900     1     28.6101    9.900     1     43.85272902140    -54.14459324486        0
  1276.286   644.409     33.9021    9.900     1     28.8391    9.900     1     43.85298617162    -54.14457350462        0
  1276.323   647.610     30.0581    0.807     2     29.2141    9.900     1     43.85298708442    -54.14452904541        0
  1278.404   678.970     26.3641    9.900     1     26.0371    0.319     3     43.85303677230    -54.14409348067        0
  1269.796   690.048     31.3481    0.482     2     30.8021    9.900     1     43.85283280301    -54.14393961954        1
  1286.050   714.548     28.0701    0.321     2     27.3921    9.900     1     43.85321844854    -54.14359932953        0
  1282.042   736.555     28.9861    9.900     1     30.8391    9.900     1     43.85312366457    -54.14329367219        0
  1281.863   735.147     30.6591    9.900     1     27.9321    9.900     1     43.85311940506    -54.14331322819        0
  1303.836   573.402     30.2831    9.900     1     30.1771    9.900     1     43.85363860794    -54.14555972263        0
  1305.336   653.728     29.8601    9.900     1     30.3491    9.900     1     43.85367504674    -54.14444406152        1
  1307.354   661.831     30.0221    9.900     1     29.5921    9.900     1     43.85372298119    -54.14433151697        1
  1311.209   663.188     30.2821    9.900     1     28.3831    9.900     1     43.85381439717    -54.14431266805        0
  1311.742   684.215     29.3351    1.583     3     29.2611    9.900     1     43.85382726194    -54.14402062052        0
  1289.356   698.612     27.8521    0.413     2     27.1701    0.668     4     43.85329665655    -54.14382066603        1
  1297.516   734.594     29.5651    0.647     3     30.1261    9.900     1     43.85349051945    -54.14332090349        0
  1325.208   585.893     29.6281    9.900     1     28.2841    1.556     2     43.85414548269    -54.14538622577        0
